931;"Добрый день!На протяжении уже недели не вывозят мусор с мусорной площадки.Обращалась в ""Природу"" 20 и 21 сентября-оставила заявки.Сегодня 24.09 пятница,гора мусора продолжает ""расти""...В  ""Природе"" ответили ""Заявки закрыты""...И приняли 3 за неделю заявку.Помогите ""достучаться""";28:Скопление мусора в парках, скверах:52;61:Несоблюдение маршрута:40;12:Ямы, выбоины, выступы на дороге, тротуаре:33;
939;Нам жильцам дома по улице беляевская 57 города Оренбурга е куда выбрасывать мусор так как у нас в течение месяца уже не вывозят МУСОР с подземного контейнера.Представители природы говорят что этот контейнер сломан!!!! Поэтому они не будут вывозить с него мусор. При обращении в ПРИРОДУ и ЖЭУ администрация природы и ЖЭУ валят все друг на друга. Хотя деньги за вывоз мусора мы платим во время. Пожалуйста помогите решить проблему с вывозом мусора на Беляевской 55!!!;30:Вытоптанный, заезженный газон:33;83:Некомпетентность специалиста МФЦ:11;1:Нечитаемые поврежденные дорожные знаки:9;
940;ООО «Природа» не вывозится мусор из контейнеров и крупногабаритный мусор. Один из трех мусорных контейнеров повернут мусороприемником к стене площадки. Адрес : г. Оренбург, придомовая территория дома 10/1 по ул.Поляничко.;47:Неубранный снег, наледь на пешеходных дорожках, тротуаре:37;61:Несоблюдение маршрута:37;12:Ямы, выбоины, выступы на дороге, тротуаре:33;
941;пр. победы 150/1 мусор в четверг баки были переполнены и рядом гора мусора сейчас суббота баки все 4 полные гора растет. запах тухлятины вокруг а жары нет.;68:Ненадлежащее состояние спортивной площадки:42;59:Неудовлетворительное санитарное состояние транспортного средства:40;83:Некомпетентность специалиста МФЦ:40;
942;Здравствуйте! По адресу г. Орск, ул. Машиностроителей, д. 9 периодически нарушается график вывоза мусора. 28 апреля 2021 г. мусор тоже не был вывезен. Вместо того что бы вывезти мусор к нам его привезли. Откуда к нам вывозят мусор? Когда у нас начнут вывозить мусор по графику?;84:Содержание помещений МФЦ:42;68:Ненадлежащее состояние спортивной площадки:33;83:Некомпетентность специалиста МФЦ:33;
943;Месяц не вывозится мусор! Сколько можно терпеть антисанитарию и вонь??!!!;59:Неудовлетворительное санитарное состояние транспортного средства:53;31:Нескошенная трава на придомовой территории:50;70:Содержание территории детских садов:50;
944;Очередная проблема. Одна крышка от мусорного контейнера сломана, а вторая повернута в другую сторону. Вот так приходится жителям вываливать мусор, а ветер его разносит всюду. Отреагируйте на обращение пжл. Напишите график вывоза мусора!;82:Невежливое обслуживание в МФЦ:33;30:Вытоптанный, заезженный газон:12;61:Несоблюдение маршрута:11;
945;Не вывозится мусор и бутылки! Пушкинская,9;26:Нарушение графика вывоза мусора с контейнерной площадки:55;15:Открытый (просевший) люк или ливневка на дороге:50;17:Реклама на тротуаре:50;
946;за домом 35 по улице Гагарина мусор не вывозят с середины августа. требую устранить проблему в кратчайшие сроки;4:Неисправное уличное освещение:60;48:Снег, сосульки на крыше остановочного павильона:50;75:Незаконные объявления, надписи, изображения на павильоне:50;
947;"Третье обращение за месяц!Ситуация не меняется!По состоянию на 08.10 ТБО не вывозится 4 день, крупногабаритный мусор месяц. Обращения в ООО ""Природа"", сельсовет безрезультативны. Убедительно прошу убрать площадку и вернуть режимный вывоз мусора!!!";68:Ненадлежащее состояние спортивной площадки:22;17:Реклама на тротуаре:18;82:Невежливое обслуживание в МФЦ:16;
948;"У нас вообще не вывозят мусор, контейнеры сломаны, мусор вечер валяется на дороге!Звонили в администрацию на следующий день отчитались что мусор устранили, но ничего не изменилось !это ужасно";12:Ямы, выбоины, выступы на дороге, тротуаре:66;13:Ямы, выбоины, выступы на придомовой территории:66;17:Реклама на тротуаре:66;
951;Новотроицк, ул. Л.Толстого. Мусор не вывозится третий день.;24:Мусор, свалки у обочин дорог, на тротуаре, газоне:50;68:Ненадлежащее состояние спортивной площадки:50;60:Отказ водителей принимать банковские карты в качестве оплаты за проезд:44;
952;мусор завален район ткачева 91...93..мусор уже забит два месяца...жду ответ исполнения;46:Некачественное содержание катков:45;76:Некачественное содержание детской площадки:45;32:Нескошенная трава вдоль тротуаров и обочин дорог:42;
953;Добрый день! На мусорке между домами по адресу ул. Пролетарская д. 288/3 и проезд Нижний д. 3/2 жуткий завал уже не первую неделю;28:Скопление мусора в парках, скверах:71;29:Грязь, мусор на остановке:71;4:Неисправное уличное освещение:40;
954;Мусорка везде;25:Мусор на придомовой территории:71;26:Нарушение графика вывоза мусора с контейнерной площадки:71;28:Скопление мусора в парках, скверах:71;
955;Не вывозится мусор из контейнеров, расположенных рядом с домом по ул. Чкалова д.53. Контейнеры переполнены, смрад и зловоние на все соседние дворы и рядом расположенную школу. Просим принять меры воздействия на ответственных лиц.;75:Незаконные объявления, надписи, изображения на павильоне:50;10:Повреждения остановочного павильона:36;8:Неисправный светофор:33;
956;Ул. Родимцева 8, Родимцева 8/1 не вывозят мусор! На этой неделе мусоровоза не было.;24:Мусор, свалки у обочин дорог, на тротуаре, газоне:50;28:Скопление мусора в парках, скверах:50;29:Грязь, мусор на остановке:50;
957;Мусор;5:Неисправное освещение во дворах:40;16:Открытый (просевший) люк или ливневка во дворе:40;18:Реклама на тротуаре во дворах:40;
958;"19.08.2021 года утром специальный мусоровоз убрал и вывез мусор рядом с баками. сегодня утром 20.08.2021 года уже все было завалено мусором рядом с баками, которые тоже переполнены.  сельсовет ничего не делает, для решения проблемы .природа не успевает вывозить мусор. вонь стоит страшная из за жары. Люди которые сваливают мусор, живут далеко от этих банков и им без разницы, они готовы весь свой хлам сюда отвезти. И главное поставив потом галочку, что мусор вывезли в очередной раз, проблему никак не решает, через сутки, а то и меньше мусор опять будет валяться.  ;83:Некомпетентность специалиста МФЦ:25;64:Брошенный разукомплектованный автомобиль на проезжей части:9;67:Незаконный сбор денег в образовательных организациях:8;
968;"Согласно п. 13 ст. 2 СанПиН 2.1.3684-21 ""Хозяйствующий субъект , осуществляющий деятельность по сбору и транспортиргованию КГО, обеспечивает вывоз КГО ПО МЕРЕ ЕГО НАКОПЛЕНИЯ, но не реже 1 раза в 10 суток при темепературе наружного воздуха + 4, и ниже, а при температуре +5 и выше - не реже 1 раза в 7 суток"".По мере накопления мусор с площадок для КГО в нашем городе не вывозился ни разу.  Результат нарушения законодательства относительно несвоевременного графика вывоза мусора  на фото";82:Невежливое обслуживание в МФЦ:50;84:Содержание помещений МФЦ:18;46:Некачественное содержание катков:16;
971;Во дворе по адресу Брестская 5-7 огромные кучи мусора. Мусор не вывозят неделями. Контейнеры переполнены. К бакам не подойти. Ветер и дикие собаки разносят мусор по всему двору. Стоит вонь.;30:Вытоптанный, заезженный газон:37;84:Содержание помещений МФЦ:36;79:Очистка ливневок колодцев:33;
972;здравствуйте, не своевременный вывоз ТКО и КГО.;27:Несвоевременная уборка территории контейнерной площадки:61;19:Реклама на тротуаре вдоль дорог:40;32:Нескошенная трава вдоль тротуаров и обочин дорог:40;
973;Не вывозят мусор по адресу Всесоюзная 3. Скоро будет не возможно подойти к мусорке. Прошу администрацию обратить внимание.;8:Неисправный светофор:37;30:Вытоптанный, заезженный газон:37;59:Неудовлетворительное санитарное состояние транспортного средства:37;
974;"Две недели не вывозят мусор около ТРК ""Сокол"" на ул. Карагандинская, 22";31:Нескошенная трава на придомовой территории:50;48:Снег, сосульки на крыше остановочного павильона:42;59:Неудовлетворительное санитарное состояние транспортного средства:42;
975;Здравствуйте! В выходные 10-11.07.2021 не вывозился мусор с контейнерной площадки по адресу: ул. Есимова, д. 3/1. Контейнерная площадка относится к нескольким МКД (Есимова, 3, 3/1, 3/2, Салмышская, 62), заполняются контейнеры очень быстро, вывоз мусора необходимо осуществлять ежедневно.;44:Снег, наледь на входных группах, перилах:62;17:Реклама на тротуаре:40;48:Снег, сосульки на крыше остановочного павильона:40;
976;Мусор из подземного контейнера не вывозят очень продолжительный период времени. Новые пакеты не помещаются, люди ставят их рядом с контейнером;43:Снег, сосульки на крыше дома:60;26:Нарушение графика вывоза мусора с контейнерной площадки:52;34:Ямы, выбоины, выступы на пешеходной дорожке, тротуаре:50;
977;Последний раз мусор КГО вывозили в нашем городе 28.04.2021. К 9 мая весь город превратился в одну большую свалку;27:Несвоевременная уборка территории контейнерной площадки:40;76:Некачественное содержание детской площадки:40;62:Двойная транзакция при оплате картой:37;
978;В очередной раз закрыты контейнеры. Два открытых уже полные. Транспортная 1/1;68:Ненадлежащее состояние спортивной площадки:41;30:Вытоптанный, заезженный газон:40;65:Нарушения при проведении экзаменов:37;
979;Здравствуйте. Данная проблема с несвоевременным вывозом мусора продолжается. Пожалуйста рассмотрите вариант установки третьего мусорного контейнера. Место под ещё один мусорный контейнер есть .;81:Длительное время обслуживания в МФЦ:37;75:Незаконные объявления, надписи, изображения на павильоне:33;48:Снег, сосульки на крыше остановочного павильона:20;
980;опять опять все тоже самое,как ещё на природу влиять;46:Некачественное содержание катков:75;30:Вытоптанный, заезженный газон:40;69:Ненадлежащая организация работы спортивной организации:40;
981;ООО Природа нарушает график вывоза крупногабаритного мусора.;28:Скопление мусора в парках, скверах:83;29:Грязь, мусор на остановке:83;26:Нарушение графика вывоза мусора с контейнерной площадки:52;
982;Мешок в баке сгорел месяц назад, теперь контейнер всё время переполнен.;17:Реклама на тротуаре:40;30:Вытоптанный, заезженный газон:40;43:Снег, сосульки на крыше дома:40;
983;Луговая, 83. Несколько дней не вывозится мусор;26:Нарушение графика вывоза мусора с контейнерной площадки:55;31:Нескошенная трава на придомовой территории:55;32:Нескошенная трава вдоль тротуаров и обочин дорог:55;
984;15.09 обращалась с нарушением вывоза мусора. Вывезли. После 15.09 вывоз ТКО был 18.09. Выгрузка была частичная, выгружены не все баки. На 21.09 контейнеры вновь полные, вывоз не производится. Вывоз крупногабаритного мусора осуществлялся последний раз 12.09. Прошу урегулировать процесс вывоза, либо убрать контейнерную площадку и вернуть режимный вывоз мусора.;76:Некачественное содержание детской площадки:87;46:Некачественное содержание катков:33;82:Невежливое обслуживание в МФЦ:16;
985;несвоевременный вывоз мусора;25:Мусор на придомовой территории:83;26:Нарушение графика вывоза мусора с контейнерной площадки:83;28:Скопление мусора в парках, скверах:83;
986;Не убирается мусорная площадка в центре города на улице Орлова. Прошу принять меры.;28:Скопление мусора в парках, скверах:62;4:Неисправное уличное освещение:60;26:Нарушение графика вывоза мусора с контейнерной площадки:54;
987;здравствуйте, илекская 80 мусор,бардак;6:Неисправное освещение в парках:50;72:Несанкционированное размещение граффити на городских и муниципальных объектах:42;5:Неисправное освещение во дворах:40;
988;Мусор;5:Неисправное освещение во дворах:40;16:Открытый (просевший) люк или ливневка во дворе:40;18:Реклама на тротуаре во дворах:40;
989;Мусор;5:Неисправное освещение во дворах:40;16:Открытый (просевший) люк или ливневка во дворе:40;18:Реклама на тротуаре во дворах:40;
990;Полная мусорка , не вывозят очень давно;28:Скопление мусора в парках, скверах:71;27:Несвоевременная уборка территории контейнерной площадки:56;26:Нарушение графика вывоза мусора с контейнерной площадки:51;
991;Здравствуйте, площадка для КГО переполнена, отходы складируют за пределами площадки.;26:Нарушение графика вывоза мусора с контейнерной площадки:76;27:Несвоевременная уборка территории контейнерной площадки:76;76:Некачественное содержание детской площадки:76;
992;Не убран строительный,хозяйственный мусор с мусорной площадки.;26:Нарушение графика вывоза мусора с контейнерной площадки:54;13:Ямы, выбоины, выступы на придомовой территории:50;72:Несанкционированное размещение граффити на городских и муниципальных объектах:50;
993;не вывозят мусор;26:Нарушение графика вывоза мусора с контейнерной площадки:71;12:Ямы, выбоины, выступы на дороге, тротуаре:50;13:Ямы, выбоины, выступы на придомовой территории:50;
994;Не вывозят мусор 3 недели. Помогите!!! Оренбург. Ул Чкалова 37;26:Нарушение графика вывоза мусора с контейнерной площадки:71;82:Невежливое обслуживание в МФЦ:62;12:Ямы, выбоины, выступы на дороге, тротуаре:50;
995;Здравствуйте, на ул. Салмышской 7/2 месяцами копится мусор! Сломанные контейнеры за 4 месяца так и не поменялись, мусор не вывозится! Жуткая антисанитария!;56:Проблемы при организации направления одаренного ребенка в федеральные детские центры "Артек", "Смена", "Орленок":40;62:Двойная транзакция при оплате картой:37;68:Ненадлежащее состояние спортивной площадки:33;
996;Мусор не вывозят уже пару дней, собаки растаскивают пакеты. Грязь ужасная. Это не то за что мы платим;3:Стертая дорожная разметка:42;61:Несоблюдение маршрута:42;80:Ненадлежащее состояние малых архитектурных форм (качели, карусели и пр.):42;
997;Приметы времени , бродячие собаки и горы мусора. Кого мы должны поддержать на предстоящих выборах? Только того кто прекратит это безобразие длящееся долгое время.;28:Скопление мусора в парках, скверах:83;29:Грязь, мусор на остановке:83;84:Содержание помещений МФЦ:60;
998;Мусор некуда складывать;1:Нечитаемые поврежденные дорожные знаки:50;68:Ненадлежащее состояние спортивной площадки:44;69:Ненадлежащая организация работы спортивной организации:44;
999;Оренбургская область, пос Голубой Факел, мусор не вывозится уже несколько недель! Кругом вонь, летит по всей округе!!!;61:Несоблюдение маршрута:40;71:Содержание здания и помещений детского сада:40;76:Некачественное содержание детской площадки:40;
1000;Не вывозятся бутылки, через день-два- контейнеры. Вокруг ящиков горы!;77:Повреждение контейнерной площадки контейнеров:81;26:Нарушение графика вывоза мусора с контейнерной площадки:50;62:Двойная транзакция при оплате картой:40;
1001;Мусор не вывозится сломанные баки. Один бак на 8 3-х этажных дома.;6:Неисправное освещение в парках:50;33:Нескошенная трава вдоль пешеходных дорожек с твердым покрытием в парках:50;23:Грязь, мусор, разрушение стен и покрытия в подземных и надземных пешеходных переходах:42;
1002;"Зауральная часть города, мусор не вывозят. баки полные битком, контейнерные площадки в аналогичном состоянии.Даля 2/3,Даля 5, Центральная 3/1";76:Некачественное содержание детской площадки:87;64:Брошенный разукомплектованный автомобиль на проезжей части:80;59:Неудовлетворительное санитарное состояние транспортного средства:77;
1005;не вывозится мусор;26:Нарушение графика вывоза мусора с контейнерной площадки:55;15:Открытый (просевший) люк или ливневка на дороге:50;17:Реклама на тротуаре:50;
1006;Невозможно выйти из подъезда! Мусор не вывозят уже 5ый день! И это постоянно!!! Когда наведут порядок уже!!! Центр города!!! Улица Володарского 27. Всего один дом 9ти этажный! Детской площадки нет, так что теперь детям в мусорке копаться???;61:Несоблюдение маршрута:42;8:Неисправный светофор:37;82:Невежливое обслуживание в МФЦ:37;
1007;"С торца дома по адресу г.Оренбург, ул.Невельская д.30 расположены контейнеры для сбора мусора. Ограждение для контейнеров отсутствует. В результате мусор разлетается по всей придомовой территории. При обращении в ООО ""Природа"" был получен ответ, что ограждения не относятся к компетенции данной организации и за их содержание должна отвечать жилищно-коммунальная компания. При обращении в ООО ""УК ЖФ Центральная"" был получен ответ, что это тоже относится не к ним, а к собственнику земельного участка, на котором расположены мусорные контейнеры. Убедительно просим разобраться в данном вопросе и обязать собственника земельного участка привести мусорную площадку в порядок и установить ограждения.";83:Некомпетентность специалиста МФЦ:24;82:Невежливое обслуживание в МФЦ:13;8:Неисправный светофор:12;
1008;Продолжается уже давно. Не убирают мусор, запах стоит не выносимый. Рядом ведь школа. Гагарина 44/3;3:Стертая дорожная разметка:60;43:Снег, сосульки на крыше дома:60;28:Скопление мусора в парках, скверах:42;
1009;Доброго времени суток! Контейнеры для сбора пластиковых и стеклянных отходов не вывозят уже несколько дней. Контейнеры заполнены доверху, пользоваться ими практически невозможно. Примите, пожалуйста, меры!;81:Длительное время обслуживания в МФЦ:56;59:Неудовлетворительное санитарное состояние транспортного средства:42;61:Несоблюдение маршрута:40;
1010;"Здравствуйте!В п.Тюльган, около домов по ул. Октябрьской № 3 и 5 давно не производился вывоз мусора. Прошу принять меры!";26:Нарушение графика вывоза мусора с контейнерной площадки:83;29:Грязь, мусор на остановке:83;27:Несвоевременная уборка территории контейнерной площадки:50;
1013;Вывоз мусора крупногабаритного не вывозился больше месяца;27:Несвоевременная уборка территории контейнерной площадки:50;54:Проблемы при получении сертификата на отдых и (или) оздоровление детей:42;73:Несанкционированное размещение граффити на мемориальных объектах:40;
1014;Добрый день, мне хотелось узнать, кто вернет нашим бакам нормальный вид, пока до «Природы » наши баки были всегда в нормальном виде, мешки менялись, крышки были закрыты, таких гор не было, с приходом «Природы» баки изуродованы, это какой-то вандализм, как природоработники умудряются выгружать мешки и так уродовать крышки баков, просто диву даешься. Мусор вывозится раз в неделю, правда бывают и 2 раза в неделю, Примите пожалуйста меры, восстановите нам баки по ул Северной 6.;61:Несоблюдение маршрута:16;4:Неисправное уличное освещение:13;83:Некомпетентность специалиста МФЦ:13;
1015;Уже на протяжении 5 дней не вывозиться мусор с контейнеров! Администрация не шевелиться! В природе говорят что заглубленные контейнера не исправны. Горы мусора растут и вонь усиливается!;28:Скопление мусора в парках, скверах:83;12:Ямы, выбоины, выступы на дороге, тротуаре:50;10:Повреждения остановочного павильона:44;
1016;Завалена мусорка.;25:Мусор на придомовой территории:71;29:Грязь, мусор на остановке:71;66:Питание в образовательных организациях или организация питания в учебных заведениях:62;
1017;Мусор не вывозят уже много дней. Такая свалка по обе стороны дома. Это мухи, крысы и вонь.;72:Несанкционированное размещение граффити на городских и муниципальных объектах:50;73:Несанкционированное размещение граффити на мемориальных объектах:50;43:Снег, сосульки на крыше дома:44;
1018;"Добрый вечер! Во дворе конституции 26 (район магазина ""Красное Белое"") мусорные баки полные,вокруг полно мусора, просто завал),не пройти ,не проехать.Когда последний раз вывозили мусор отсюда?";76:Некачественное содержание детской площадки:37;84:Содержание помещений МФЦ:14;8:Неисправный светофор:12;
1019;Несвоевременный вывоз мусора постоянно! Приезжает мусоровоз и не забирает весь мусор! Салмышская,47/1;43:Снег, сосульки на крыше дома:50;48:Снег, сосульки на крыше остановочного павильона:50;28:Скопление мусора в парках, скверах:46;
1020;Несвоевременная уборка мусора ,уже 4 дня не увозят мусор,образовалась свалка источающая очень неприятный запах на весь двор,окна открыть невозможно. Свалка находится очень близко к детской площадке. Эта проблема возникает регулярно.;61:Несоблюдение маршрута:40;81:Длительное время обслуживания в МФЦ:37;14:Подтопление проезжей части:16;
1021;Не убрана мусорная площадка!;68:Ненадлежащее состояние спортивной площадки:87;76:Некачественное содержание детской площадки:87;77:Повреждение контейнерной площадки контейнеров:87;
1022;Здравствуйте! Мусорные контейнеры по адресу: Оренбургская обл., п. Саракташ, ул. Комсомольская, 58, не освобождаются от мусора с 25 июня! Возле контейнеров организуется свалка! Запах от мусорных контейнеров при температуре окружающей среды +35 градусов, исходит просто невыносимый! Невозможно выйти на улицу! Из-за этого, детей пришлось отвезти к бабушке!;30:Вытоптанный, заезженный газон:37;10:Повреждения остановочного павильона:33;46:Некачественное содержание катков:33;
1023;Прекратите уже это безобразие!мусорный контейнер сломан и никто ничего не предпринимает!люди складывают мусор рядом с контейнером.необходимо срочно починить контейнер и настроить своевременный вывоз мусора!;29:Грязь, мусор на остановке:52;15:Открытый (просевший) люк или ливневка на дороге:50;81:Длительное время обслуживания в МФЦ:40;
1024;Мусорная площадка переполнена несколько дней, люди складываются мусор рядом с банками.;76:Некачественное содержание детской площадки:87;29:Грязь, мусор на остановке:62;26:Нарушение графика вывоза мусора с контейнерной площадки:54;
1025;не вывезен мусор;4:Неисправное уличное освещение:56;6:Неисправное освещение в парках:56;26:Нарушение графика вывоза мусора с контейнерной площадки:56;
1026;Мне вывезенный мусор;4:Неисправное уличное освещение:40;6:Неисправное освещение в парках:40;16:Открытый (просевший) люк или ливневка во дворе:40;
1027;В результате нарушения графика нарушения вывоза мусора на площадке вспыхнул огонь, испорчены контейнеры, провода и деревья;29:Грязь, мусор на остановке:83;72:Несанкционированное размещение граффити на городских и муниципальных объектах:56;17:Реклама на тротуаре:40;
1028;Добрый день, полные контейнеры. Мусор не куда выбросить. Джангильдина, 3;19:Реклама на тротуаре вдоль дорог:50;22:Неисправное освещение на дорогах:50;84:Содержание помещений МФЦ:42;
1029;Мусорные баки переполнены. Мусор не вывозится уже достаточно долго. Собаки растаскивают и создают ещё большую грязь вокруг.;25:Мусор на придомовой территории:62;68:Ненадлежащее состояние спортивной площадки:50;47:Неубранный снег, наледь на пешеходных дорожках, тротуаре:45;
1030;Уже три дня не вывозиться мусор. Из-за того, что крышку углубленного контейнера поставили не правильно (развернули отверстием к стене) мусор складируется рядом.;8:Неисправный светофор:37;9:Повреждение дорожного ограждения:33;14:Подтопление проезжей части:33;
1031;По адресу Новая 8-Пролетарская 310 не вывозится мусор. Стоит вонь, мусор разлетается по двору, антисанитария.;25:Мусор на придомовой территории:40;31:Нескошенная трава на придомовой территории:40;48:Снег, сосульки на крыше остановочного павильона:40;
1032;в г Новотроицке возле дома ул.Зинина д.3 А уже неделю не вывозят мусор. Это какой то ужас.;26:Нарушение графика вывоза мусора с контейнерной площадки:71;82:Невежливое обслуживание в МФЦ:50;68:Ненадлежащее состояние спортивной площадки:44;
1033;У дома нп выводится мусор с площадки.;68:Ненадлежащее состояние спортивной площадки:87;77:Повреждение контейнерной площадки контейнеров:87;43:Снег, сосульки на крыше дома:75;
1034;"Добрый день!!!Две недели не вывозят мусор!Угол ул. Гагарина и ул. Гречушкина";22:Неисправное освещение на дорогах:50;68:Ненадлежащее состояние спортивной площадки:44;25:Мусор на придомовой территории:40;
1038;Часто работники, которые вывозят мусор неправильно устанавливают крышки мусорных контейнеров, людям не удобно выкидывать в них мусор, из-за этого обычные мусорные мешки складируются рядом или на площадку для крупно габаритного мусора. То же самое происходит и с сетками для сбора плпстика;83:Некомпетентность специалиста МФЦ:40;84:Содержание помещений МФЦ:37;14:Подтопление проезжей части:35;
1039;Здравствуйте! Во дворе по адресу ул. Есимова, д. 3/1, 3/2, 3 последние дни не вывозится мусор с контейнерной площадки.;66:Питание в образовательных организациях или организация питания в учебных заведениях:50;26:Нарушение графика вывоза мусора с контейнерной площадки:40;3:Стертая дорожная разметка:33;
1040;Проживаю по адресу: х. Степановский, ул. Комсомольская, д.65а. Регулярно нарушается режим вывоза мусора. По состоянию на 14.09.2021 вывоз ТКО не осуществлялся 5 дней. Контейнеры переполнены, стоит запах гнилья, мусор вываливается, разносится ветром и животными Т.к. мой дом находится в непосредственной близи от контейнерной площадки, мусор разносится в том числе на мою придомовую территорию. Я вынуждена постоянно проводить уборку территории. Изначально при установке данной контейнерной площадки, я была против, т.к. предполагала, что будет такая ситуация. Прошу урегулировать режим вывоза, либо перенести площадку за пределы поселка. Обращения в надзорные органы безрезультативны.;61:Несоблюдение маршрута:15;42:Неубранный снег, гололед во дворе:9;66:Питание в образовательных организациях или организация питания в учебных заведениях:9;
1041;не вывозят мусор ул. ленина 56А;26:Нарушение графика вывоза мусора с контейнерной площадки:71;4:Неисправное уличное освещение:40;5:Неисправное освещение во дворах:40;
1042;Мусор не вывозится больше недели;82:Невежливое обслуживание в МФЦ:62;26:Нарушение графика вывоза мусора с контейнерной площадки:55;60:Отказ водителей принимать банковские карты в качестве оплаты за проезд:44;
1043;Не вывозится мусор;26:Нарушение графика вывоза мусора с контейнерной площадки:55;15:Открытый (просевший) люк или ливневка на дороге:50;17:Реклама на тротуаре:50;
1044;Более недели не вывозят ТБО;26:Нарушение графика вывоза мусора с контейнерной площадки:71;82:Невежливое обслуживание в МФЦ:62;64:Брошенный разукомплектованный автомобиль на проезжей части:50;
1045;Нарушение сроков вывоза мусора;28:Скопление мусора в парках, скверах:83;65:Нарушения при проведении экзаменов:77;26:Нарушение графика вывоза мусора с контейнерной площадки:54;
1046;Здравствуйте! По адресу : мкрн Ростоши , улица 4-й проезд дома 2, 3, 5 не вывозят мусор , хотя по СанПин 2.1.7.3550-19 вывоз мусора должен осуществляться ежедневно ! Примите меры !;60:Отказ водителей принимать банковские карты в качестве оплаты за проезд:56;75:Незаконные объявления, надписи, изображения на павильоне:44;48:Снег, сосульки на крыше остановочного павильона:40;
